xyzid,SMILES,solvent,exp. abs. energy[eV],b3lyp cal. abs. energy[eV],b3lyp delta[eV],wb97 cal. abs. energy[eV],wb97 delta[eV],wb97x cal. abs. energy[eV],wb97x delta[eV],wpbeh cal. abs. energy[eV],wpbeh delta,pbe0 cal. abs. energy[eV],pbe0 delta[eV],camb3lyp cal. abs. energy[eV],camb3lyp delta[eV]
1202, O=C1C=CC(=CC=c2ccc3c(n2C)cccc3)c2c1nccc2,tetrahydrofuran,2.029,2.624,0.595,2.534,0.505,2.678,0.649,2.74,0.711,2.686,0.657,2.765,0.736
1203, O=C1C=CC(=CC=C2N(C)c3c(C2(C)C)cccc3)c2c1nccc2,tetrahydrofuran,2.049,2.861,0.812,2.766,0.717,2.926,0.877,2.98,0.931,2.913,0.864,3.008,0.959
1204, O=C(c1ccccc1)c1ccc(cc1)COc1ccccc1,tetrahydrofuran,4.714,4.605,-0.109,4.774,0.06,5.11,0.396,5.218,0.504,4.762,0.048,5.182,0.468
1205, O=C(c1ccc(cc1)C(=O)c1ccccc1)OC1=CC=CC(=COc2ccc(cc2)C=Cc2ccc(cc2)[N+](=O)[O-])C1,tetrahydrofuran,3.315,3.054,-0.261,3.343,0.028,3.583,0.268,3.669,0.354,3.277,-0.038,3.558,0.243
1206, O=C(C1(N)NC(=O)c2c(N1)nccn2)C(C)(C)C,tetrahydrofuran,3.803,3.86,0.057,5.182,1.379,5.747,1.944,4.389,0.586,5.363,1.56,4.437,0.634
1207, Nc1cccc(n1)N,tetrahydrofuran,3.187,6.86,3.673,6.443,3.256,6.965,3.778,7.169,3.982,7.037,3.85,7.2,4.013
1208, NNc1ccccc1,tetrahydrofuran,5.821,7.115,1.294,6.829,1.008,7.097,1.276,7.301,1.48,7.259,1.438,7.286,1.465
1209, N#Cc1ccccc1c1c(C#N)c(N)nc(c1C#N)N,tetrahydrofuran,2.515,5.002,2.487,4.737,2.222,5.122,2.607,5.267,2.752,5.158,2.643,5.291,2.776
1210, N#Cc1c(N)nc(c(c1c1ccccc1O)C#N)N,tetrahydrofuran,3.315,4.894,1.579,4.762,1.447,5.122,1.807,5.255,1.94,5.038,1.723,5.291,1.976
1211, O=C1CN2C(N1)(C)C(c1c2c(cc(c1)c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2)(C)C,tetrahydrofuran,4.147,4.172,0.025,4.93,0.783,5.303,1.156,5.447,1.3,4.677,0.53,5.411,1.264
1212, N#Cc1c(N)nc(c(c1c1ccccc1F)C#N)N,tetrahydrofuran,3.668,4.858,1.19,4.762,1.094,5.122,1.454,5.255,1.587,5.026,1.358,5.291,1.623
1213, N#Cc1c(N)nc(c(c1c1ccccc1)C#N)N,tetrahydrofuran,3.636,4.882,1.246,4.774,1.138,5.17,1.534,5.327,1.691,5.026,1.39,5.351,1.715
1214, N#Cc1c(N)nc(c(c1c1cccc2c1cccc2)C#N)N,tetrahydrofuran,3.679,4.858,1.179,4.725,1.046,5.11,1.431,5.255,1.576,5.014,1.335,5.267,1.588
1215, N#Cc1c(N)nc(c(c1c1cccc(c1)[N+](=O)[O-])C#N)N,tetrahydrofuran,3.679,4.725,1.046,4.749,1.07,5.122,1.443,5.279,1.6,4.966,1.287,5.255,1.576
1216, N#Cc1c(N)nc(c(c1c1ccc(cc1Cl)Cl)C#N)N,tetrahydrofuran,3.734,4.966,1.232,4.725,0.991,5.098,1.364,5.242,1.508,5.11,1.376,5.255,1.521
1217, N#Cc1c(N)nc(c(c1c1ccc(cc1)O)C#N)N,tetrahydrofuran,3.668,4.112,0.444,4.749,1.081,5.11,1.442,5.255,1.587,5.05,1.382,5.279,1.611
1218, N#Cc1c(N)nc(c(c1c1ccc(cc1)Cl)C#N)N,tetrahydrofuran,3.657,4.605,0.948,4.725,1.068,5.134,1.477,5.279,1.622,4.737,1.08,5.303,1.646
1219, N#Cc1c(N)nc(c(c1c1c2ccccc2cc2c1cccc2)C#N)N,tetrahydrofuran,3.171,4.829,1.658,5.146,1.975,5.442,2.271,5.579,2.408,4.978,1.807,5.591,2.42
1220, N#Cc1c(N)nc(c(c1c1c(F)cccc1Cl)C#N)N,tetrahydrofuran,3.615,4.858,1.243,4.749,1.134,5.11,1.495,5.255,1.64,5.026,1.411,5.279,1.664
1221, N#CC(=Cc1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,tetrahydrofuran,3.123,3.992,0.869,3.334,0.211,3.642,0.519,3.71,0.587,4.148,1.025,3.627,0.504
1222, N#CC(=Cc1ccccc1)c1ccc(cc1)N(c1ccc2c(c1)cccc2)c1ccccc1,tetrahydrofuran,3.084,3.968,0.884,3.26,0.176,3.572,0.488,3.686,0.602,4.124,1.04,3.591,0.507
1223, N#CC(=Cc1cccc2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,tetrahydrofuran,3.1,2.682,-0.418,3.312,0.212,3.639,0.539,3.669,0.569,2.833,-0.267,3.583,0.483
1224, N#Cc1c(N)nc(c(c1c1ccccc1Cl)C#N)N,tetrahydrofuran,3.657,4.225,0.568,4.737,1.08,5.098,1.441,5.242,1.585,4.978,1.321,5.267,1.61
1225, O=C1CN2C(N1)(C)C(c1c2c(cc(c1)c1ccccc1)c1ccccc1)(C)C,tetrahydrofuran,4.32,4.341,0.021,4.514,0.194,5.315,0.995,5.447,1.127,4.491,0.171,5.435,1.115
1226, O=C1CN2C(N1)(C)C(c1c2ccc(c1)c1ccc2c3c1ccc1c3c(cc2)ccc1)(C)C,tetrahydrofuran,3.553,3.331,-0.222,3.643,0.09,3.872,0.319,3.992,0.439,3.47,-0.083,3.968,0.415
1227, O=C1CN2C(N1)(C)C(c1c2ccc(c1)c1cccc2c1sc1c2cccc1)(C)C,tetrahydrofuran,3.723,4.725,1.002,4.533,0.81,4.858,1.135,5.146,1.423,4.846,1.123,5.134,1.411
1228, n1ccncc1,tetrahydrofuran,2.339,8.327,5.988,7.919,5.58,8.34,6.001,8.553,6.214,8.492,6.153,8.563,6.224
1229, c1ccc(cc1)P(c1ccccc1)CP(c1ccccc1)c1ccccc1,tetrahydrofuran,2.877,4.954,2.077,5.158,2.281,5.459,2.582,5.579,2.702,5.086,2.209,5.651,2.774
1230, c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccc(cc1)c1cc(nc(c1)c1ccccn1)c1ccccn1,tetrahydrofuran,4.189,2.777,-1.412,3.312,-0.877,3.558,-0.631,3.675,-0.514,2.92,-1.269,3.602,-0.587
1231, c1ccc(cc1)C=Cc1ccccc1,tetrahydrofuran,3.009,4.04,1.031,4.162,1.153,4.347,1.338,4.428,1.419,4.133,1.124,4.417,1.408
1232, c1ccc(cc1)C=Cc1ccc2c(c1)ccc1c2C(=C=C(c2ccccc2)c2ccccc2)C(O1)(c1ccccc1)c1ccccc1,tetrahydrofuran,2.672,3.379,0.707,3.752,1.08,4.021,1.349,4.076,1.404,3.523,0.851,4.028,1.356
1233, c1cc2ccc3c4c2c(c1)ccc4ccc3,tetrahydrofuran,3.324,5.599,2.275,5.556,2.232,5.832,2.508,5.972,2.648,5.734,2.41,5.951,2.627
1234, P1C=CC=C1,tetrahydrofuran,3.009,5.194,2.185,5.014,2.005,5.279,2.27,5.351,2.342,5.267,2.258,5.435,2.426
1235, Oc1ccc(cc1)N1C(=S)SC(=Cc2ccc(cc2)N=NC=C2N(C)c3c(C2(C)C)cccc3)C1=O,tetrahydrofuran,2.362,2.236,-0.126,2.549,0.187,2.754,0.392,2.778,0.416,2.337,-0.025,2.741,0.379
1236, Oc1c(=Cc2ccc(cc2)[N+](=O)[O-])c2nc3ccccc3[nH]c2c2c1cccc2,tetrahydrofuran,2.222,2.705,0.483,2.645,0.423,2.802,0.58,3.006,0.784,2.778,0.556,2.958,0.736
1237, OC[C@@H](CNc1ncnc2c1c(c1ccccc1)c([nH]2)c1ccccc1)O,tetrahydrofuran,2.638,3.866,1.228,4.028,1.39,4.351,1.713,4.483,1.845,3.977,1.339,4.463,1.825
1238, OCCN1CC=C(c2c1cccc2)C=Cc1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2.[I-],tetrahydrofuran,2.25,2.85,0.6,2.945,0.695,3.124,0.874,3.326,1.076,2.989,0.739,3.347,1.097
1239, OCCN1C(C=Cc2ccc(cc2)N=NC=C2N(C)c3c(C2(C)C)cccc3)Sc2c1cccc2.[I-],tetrahydrofuran,2.16,2.79,0.63,2.966,0.806,3.066,0.906,3.184,1.024,2.874,0.714,3.179,1.019
1240, OC(=O)CC[N+]1=C(C=Cc2ccc(cc2)N2CCCC2)C(c2c1cccc2)(C)C.[I-],tetrahydrofuran,2.191,2.782,0.591,2.661,0.47,2.849,0.658,2.922,0.731,2.843,0.652,2.922,0.731
1241, OC(=C1C(=O)c2c(C1=O)cccc2)C=Cc1cc2CCCN3c2c(c1)CCC3,tetrahydrofuran,2.296,2.693,0.397,2.81,0.514,2.998,0.702,3.062,0.766,2.766,0.47,3.031,0.735
1242, O=c1[nH]c(cn2c1cc(n2)c1ccccc1)c1ccccc1,tetrahydrofuran,3.815,3.826,0.011,4.017,0.202,4.303,0.488,4.419,0.604,3.971,0.156,4.381,0.566
1243, O=c1[nH]c(=O)c2c3c1ccc(c3ccc2)N=NC=C1N(C)c2c(C1(C)C)cccc2,tetrahydrofuran,2.335,2.453,0.118,2.934,0.599,3.157,0.822,3.218,0.883,2.537,0.202,2.905,0.57
1244, O=[Ti],tetrahydrofuran,1.779,3.391,1.612,3.475,1.696,3.535,1.756,3.427,1.648,3.355,1.576,3.583,1.804
1245, O=C1OC(=NC1=Cc1ccco1)c1ccccc1,tetrahydrofuran,3.187,3.331,0.144,3.341,0.154,3.532,0.345,3.609,0.422,3.405,0.218,3.619,0.432
1246, O=C1OC(=NC1=Cc1ccccc1)c1ccccc1,tetrahydrofuran,3.416,3.377,-0.039,3.46,0.044,3.677,0.261,3.76,0.344,3.471,0.055,3.76,0.344
1247, O=C1OC(=NC1=Cc1ccc(cc1)C=Cc1nc2c([nH]1)cccc2)c1ccccc1,tetrahydrofuran,2.924,2.557,-0.367,2.995,0.071,3.187,0.263,3.263,0.339,2.684,-0.24,3.208,0.284
1248, O=C1OC(=NC1=CC=Cc1ccc(cc1)N(C)C)c1ccccc1,tetrahydrofuran,2.541,2.591,0.05,2.729,0.188,2.912,0.371,2.972,0.431,2.653,0.112,2.946,0.405
1249, O=C1NC2N(C1)c1c(C2)cccc1,tetrahydrofuran,4.32,6.742,2.422,6.542,2.222,6.892,2.572,7.06,2.74,6.801,2.481,7.069,2.749
1250, O=C1NC2N(C1)c1c(C2)cc(cc1)Br,tetrahydrofuran,4.161,5.339,1.178,5.239,1.078,6.861,2.7,7.03,2.869,5.471,1.31,7.035,2.874
1251, O=C1CN2C(N1)(C)C(c1c2cccc1)(C)C,tetrahydrofuran,5.166,6.71,1.544,6.644,1.478,6.882,1.716,7.046,1.88,6.884,1.718,7.062,1.896
1252, O=C1CN2C(N1)(C)C(c1c2ccc(c1)c1ccccc1)(C)C,tetrahydrofuran,3.594,4.413,0.819,4.629,1.035,4.918,1.324,5.086,1.492,4.569,0.975,5.038,1.444
1253, N#CC(=Cc1cccc2c1cccc2)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,tetrahydrofuran,3.139,2.711,-0.428,3.299,0.16,3.604,0.465,3.68,0.541,2.876,-0.263,3.608,0.469
1254, N#CC(=Cc1cccc2c1cccc2)c1ccc(cc1)N(c1cccc(c1)C)c1ccccc1,tetrahydrofuran,3.077,2.646,-0.431,3.248,0.171,3.488,0.411,3.637,0.56,2.796,-0.281,3.574,0.497
1255, OCC1=C[C@H](N[C@@H]2[C@@H](C)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,tetrahydrofuran,3.123,6.682,3.559,6.916,3.793,6.948,3.825,7.22,4.097,7.72,4.597,7.4,4.277
1256, N#CC(=Cc1cccc(c1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)C(=O)O,tetrahydrofuran,3.142,3.216,0.074,4.1,0.958,4.341,1.199,4.449,1.307,3.331,0.189,4.449,1.307
1257, N#CC(=Cc1c2ccccc2cc2c1cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,tetrahydrofuran,3.077,2.641,-0.436,3.134,0.057,3.384,0.307,3.513,0.436,2.776,-0.301,3.467,0.39
1258, N#CC(=Cc1c2ccccc2cc2c1cccc2)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,tetrahydrofuran,3.092,2.691,-0.401,3.143,0.051,3.366,0.274,3.539,0.447,2.823,-0.269,3.486,0.394
1259, N#CC(=C1OC(C(=C1C#N)C=Cc1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2)(C)C)C#N,tetrahydrofuran,2.101,2.034,-0.067,2.43,0.329,2.618,0.517,2.675,0.574,2.116,0.015,2.591,0.49
1260, N#CC(=C1CC(C)(C)CC(=C(C#N)C#N)C1=Cc1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2)C#N,tetrahydrofuran,2.89,1.963,-0.927,2.549,-0.341,2.782,-0.108,2.866,-0.024,2.069,-0.821,2.774,-0.116
1261, N#CC(=C(c1ccc(cc1)n1ccc2c1cccc2)C#N)c1ccc(cc1)n1ccc2c1cccc2,tetrahydrofuran,2.168,4.281,2.113,3.141,0.973,4.001,1.833,3.56,1.392,4.473,2.305,3.44,1.272
1262, N#CC(=C(c1ccc(cc1)n1c(cc2c1cccc2)c1ccccc1)C#N)c1ccc(cc1)n1c(cc2c1cccc2)c1ccccc1,tetrahydrofuran,1.925,3.463,1.538,4.413,2.488,4.701,2.776,4.822,2.897,3.643,1.718,4.786,2.861
1263, Fc1ccc(cc1)C=Cc1ccc2c(c1)ccc1c2C(=C=C(c2ccccc2)c2ccccc2)C(O1)(c1ccccc1)c1ccccc1,tetrahydrofuran,2.695,3.499,0.804,3.8,1.105,4.064,1.369,4.124,1.429,3.631,0.936,4.088,1.393
1264, F[B-]1(F)[O+]=c2n(Cc3ccccc3)c3c(c2=NN1c1ccccc1)cccc3,tetrahydrofuran,2.837,3.222,0.385,3.332,0.495,3.518,0.681,3.604,0.767,3.331,0.494,3.574,0.737
1265, FC(c1ccc(cc1)C=Cc1ccc2c(c1)ccc1c2C(=C=C(c2ccccc2)c2ccccc2)C(O1)(c1ccccc1)c1ccccc1)(F)F,tetrahydrofuran,2.707,3.884,1.177,3.631,0.924,3.884,1.177,3.992,1.285,4.016,1.309,3.956,1.249
1266, Cn1ccc(=CN=Nc2ccc(cc2)CC2SC(=S)N(C2=O)c2ccc(cc2)O)c2c1cccc2,tetrahydrofuran,2.198,2.814,0.616,2.741,0.543,2.886,0.688,2.958,0.76,2.838,0.64,2.958,0.76
1267, Cn1ccc(=CC=C2C=C(Cl)c3c(C2=O)nccc3)cc1,tetrahydrofuran,1.99,2.586,0.596,2.462,0.472,2.601,0.611,2.661,0.671,2.621,0.631,2.68,0.69
1268, N#CC(=Cc1ccc(cc1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C#N,tetrahydrofuran,1.979,2.816,0.837,2.989,1.01,3.218,1.239,3.315,1.336,2.986,1.007,3.166,1.187
1269, Cn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)c1ccccc1)c1ccc(s1)c1ccccc1,tetrahydrofuran,1.94,3.752,1.812,3.992,2.052,4.238,2.298,4.373,2.433,3.92,1.98,4.305,2.365
1270, Cn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N,tetrahydrofuran,3.195,2.874,-0.321,3.326,0.131,3.559,0.364,3.643,0.448,3.042,-0.153,3.564,0.369
1271, Cn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(cc1)c1ccc(cc1)C=C(C(=O)O)C#N,tetrahydrofuran,3.625,3.102,-0.523,3.703,0.078,3.963,0.338,4.1,0.475,3.331,-0.294,3.944,0.319
1272, Cn1c(=CN=Nc2ccc(cc2)C=CC2=C(C#N)C(=C(C#N)C#N)OC2(C)C)sc2c1cccc2,tetrahydrofuran,1.946,2.01,0.064,2.314,0.368,2.484,0.538,2.536,0.59,2.077,0.131,2.459,0.513
1273, Clc1ccc(cc1)c1nn2c(c1)c(=O)[nH]c(c2)c1ccccc1,tetrahydrofuran,3.757,3.796,0.039,3.984,0.227,4.276,0.519,4.396,0.639,3.939,0.182,4.365,0.608
1274, Clc1ccc(cc1)c1[nH]c(=O)c2n(c1)nc(c2)c1ccc(cc1)Cl,tetrahydrofuran,3.757,3.731,-0.026,3.955,0.198,4.208,0.451,4.348,0.591,3.878,0.121,4.317,0.56
1275, ClC1=CC(=CC=c2ccccn2C)C(=O)c2c1cccn2,tetrahydrofuran,2.094,2.621,0.527,2.601,0.507,2.755,0.661,2.817,0.723,2.687,0.593,2.819,0.725
1276, Cc1cnc2c(n1)C(=O)NC(N2)(N)C(=O)C(C)(C)C,tetrahydrofuran,3.746,5.375,1.629,5.315,1.569,5.904,2.158,6.102,2.356,5.543,1.797,6.173,2.427
1277, Cc1ccc2c(c1)c(c1cnc3c(c1)cccc3)c1c(c2c2cnc3c(c2)cccc3)cccc1,tetrahydrofuran,2.945,3.307,0.362,3.262,0.317,3.481,0.536,3.712,0.767,3.246,0.301,3.714,0.769
1278, Cc1ccc(cc1)N=C1C(=Nc2ccc(cc2)C)N=c2n1cccc2,tetrahydrofuran,2.119,4.545,2.426,3.006,0.887,4.737,2.618,4.858,2.739,4.725,2.606,3.453,1.334
1279, Cc1ccc(cc1)N(c1cc(N(c2ccc(cc2)C)c2ccc(cc2)C)c2c3c1ccc1c3c(cc2)c(cc1N(c1ccc(cc1)C)c1ccc(cc1)C)N(c1ccc(cc1)C)c1ccc(cc1)C)c1ccc(cc1)C,tetrahydrofuran,2.605,2.477,-0.128,2.728,0.123,3.011,0.406,3.098,0.493,2.549,-0.056,3.109,0.504
1280, N#CC(=Cc1cccc2c1cccc2)c1ccc(cc1)N(c1ccc2c(c1)cccc2)c1ccccc1,tetrahydrofuran,3.069,2.643,-0.426,3.273,0.204,3.576,0.507,3.68,0.611,2.804,-0.265,3.59,0.521
1281, Cn1c(nc2c1c(sc2c1cccs1)c1cccs1)c1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N,tetrahydrofuran,2.995,2.597,-0.398,3.158,0.163,3.094,0.099,3.221,0.226,2.754,-0.241,3.405,0.41
1282, N#CC(=Cc1ccc(cc1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,tetrahydrofuran,2.127,2.864,0.737,3.062,0.935,3.317,1.19,3.381,1.254,3.041,0.914,3.225,1.098
1283, Clc1ccc(cc1)c1cn2nc(cc2c(=O)[nH]1)c1ccccc1,tetrahydrofuran,3.746,3.753,0.007,3.974,0.228,4.232,0.486,4.375,0.629,3.891,0.145,4.334,0.588
1284, N#CC(=Cc1ccc(cc1)C)c1ccc(cc1)N(c1ccccc1)c1ccccc1,tetrahydrofuran,3.115,3.92,0.805,3.301,0.186,3.6,0.485,3.71,0.595,4.064,0.949,3.626,0.511
1285, N#CC(=Cc1cccc(c1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C(=O)O,tetrahydrofuran,2.965,2.934,-0.031,3.415,0.45,3.711,0.746,3.745,0.78,3.066,0.101,3.607,0.642
1286, N#CC(=Cc1ccc(cc1)C)c1ccc(cc1)N(c1ccc2c(c1)cccc2)c1ccccc1,tetrahydrofuran,3.092,3.932,0.84,3.249,0.157,3.537,0.445,3.676,0.584,2.837,-0.255,3.603,0.511
1287, N#CC(=Cc1ccc2c(c1)cccc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1,tetrahydrofuran,3.009,2.581,-0.428,3.199,0.19,3.5,0.491,3.604,0.595,2.762,-0.247,3.512,0.503
1288, N#CC(=Cc1ccc2c(c1)cccc2)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,tetrahydrofuran,3.069,2.656,-0.413,3.257,0.188,3.62,0.551,3.636,0.567,2.813,-0.256,3.544,0.475
1289, N#CC(=Cc1ccc2c(c1)cccc2)c1ccc(cc1)N(c1cccc(c1)C)c1ccccc1,tetrahydrofuran,3.002,2.573,-0.429,3.187,0.185,3.516,0.514,3.6,0.598,2.754,-0.248,3.497,0.495
1290, N#CC(=Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)C(=O)O,tetrahydrofuran,2.44,2.857,0.417,3.128,0.688,3.33,0.89,3.443,1.003,3.084,0.644,3.344,0.904
1291, N#CC(=Cc1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)C(=O)O,tetrahydrofuran,2.565,3.487,0.922,3.056,0.491,3.258,0.693,3.37,0.805,2.554,-0.011,3.227,0.662
1292, N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)C(=O)O,tetrahydrofuran,2.366,2.894,0.528,2.878,0.512,3.187,0.821,3.124,0.758,2.38,0.014,3.006,0.64
1293, N#CC(=Cc1ccc(s1)c1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)C(=O)O,tetrahydrofuran,1.974,2.887,0.913,3.066,1.092,3.042,1.068,3.186,1.212,2.999,1.025,3.198,1.224
1294, N#CC(=Cc1ccc(s1)c1ccc(s1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)C(=O)O,tetrahydrofuran,2.897,2.525,-0.372,2.862,-0.035,3.006,0.109,3.106,0.209,2.658,-0.239,2.97,0.073
1295, N#CC(=Cc1ccc(s1)c1ccc(cc1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)C(=O)O,tetrahydrofuran,3.163,2.717,-0.446,3.21,0.047,3.415,0.252,3.511,0.348,2.874,-0.289,3.433,0.27
1296, N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)C(=O)O,tetrahydrofuran,1.606,2.298,0.692,2.669,1.063,2.898,1.292,3.026,1.42,2.429,0.823,2.876,1.27
1297, N#CC(=Cc1ccc2c(c1)cccc2)c1ccc(cc1)N(c1ccc2c(c1)cccc2)c1ccccc1,tetrahydrofuran,3.009,2.552,-0.457,3.211,0.202,3.538,0.529,3.606,0.597,2.692,-0.317,3.476,0.467
1298, N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1ccc(cc1)C,tetrahydrofuran,3.369,3.066,-0.303,3.475,0.106,3.709,0.34,3.839,0.47,3.222,-0.147,3.761,0.392
1299, N#CC(=Cc1ccc(s1)C#Cc1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)C#N,tetrahydrofuran,1.961,2.707,0.746,2.787,0.826,3.005,1.044,3.093,1.132,2.87,0.909,2.962,1.001
1300, N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1ccccc1,tetrahydrofuran,3.388,3.102,-0.286,3.548,0.16,3.794,0.406,3.881,0.493,3.238,-0.15,3.763,0.375
1301, N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1cccc2c1cccc2,tetrahydrofuran,3.406,3.018,-0.388,3.527,0.121,3.709,0.303,3.843,0.437,3.18,-0.226,3.802,0.396
1302, N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1ccc2c(c1)cccc2,tetrahydrofuran,3.434,3.013,-0.421,3.471,0.037,3.692,0.258,3.87,0.436,3.188,-0.246,3.768,0.334
1303, N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1ccc(cc1)OC,tetrahydrofuran,3.36,2.97,-0.39,3.507,0.147,3.756,0.396,3.828,0.468,3.104,-0.256,3.742,0.382
1304, N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1ccc(cc1)Cl,tetrahydrofuran,3.388,3.102,-0.286,3.511,0.123,3.715,0.327,3.852,0.464,3.236,-0.152,3.771,0.383
1305, N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1ccc(cc1)C=C,tetrahydrofuran,3.388,2.994,-0.394,3.489,0.101,3.733,0.345,3.84,0.452,3.143,-0.245,3.713,0.325
1306, N#CC(=Cc1ccc(cc1)c1ccc(cc1)c1[nH]c2c(n1)c(sc2c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)C(=O)O,tetrahydrofuran,3.425,2.922,-0.503,3.572,0.147,3.762,0.337,3.878,0.453,3.102,-0.323,3.764,0.339
1307, N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1cc(C)cc(c1)C,tetrahydrofuran,3.351,3.078,-0.273,3.503,0.152,3.732,0.381,3.868,0.517,3.234,-0.117,3.762,0.411
1308, N#CC(=Cc1ccc(cc1)c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)ccc1)C(=O)O,tetrahydrofuran,2.402,3.037,0.635,3.191,0.789,3.377,0.975,3.507,1.105,3.219,0.817,3.365,0.963
1309, N#CC(=Cc1ccc(cc1)N=NC=C1N(C)c2c(C1(C)C)cccc2)C#N,tetrahydrofuran,2.296,2.429,0.133,2.621,0.325,2.802,0.506,2.85,0.554,2.505,0.209,2.811,0.515
1310, N#CC(=Cc1ccc(s1)c1c2cc(ccc2c(c2c1ccc(c2)C(C)(C)C)N(c1cccc2c1cccc2)c1ccccc1)C(C)(C)C)C(=O)O,tetrahydrofuran,1.956,3.174,1.218,3.715,1.759,3.944,1.988,4.04,2.084,3.872,1.916,4.04,2.084
1311, N#CC(=Cc1cn(nc1c1ccccc1)c1ccccc1)c1nc2c(s1)cccc2,toluene,3.237,3.142,-0.095,3.354,0.117,3.589,0.352,3.693,0.456,3.262,0.025,3.664,0.427
1312, N#Cc1ccc(cc1)N=Nc1ccc(cc1)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc2c(c1)C(C)(C)c1c2cccc1,toluene,2.441,3.391,0.95,2.82,0.379,3.053,0.612,3.158,0.717,3.547,1.106,3.067,0.626
1313, NPOP,toluene,1.754,7.253,5.499,6.914,5.16,6.686,4.932,7.898,6.144,7.464,5.71,8.474,6.72
1314, Cc1ccc2c(n1)c(O)ccc2C=Nc1c(C)cccc1C,toluene,4.366,4.545,0.179,5.146,0.78,5.531,1.165,5.69,1.324,4.401,0.035,5.723,1.357
1315, O=c1nc2c(c1=O)nc(c2c1ccccc1)c1ccccc1,toluene,2.326,3.138,0.812,4.99,2.664,3.261,0.935,3.324,0.998,3.355,1.029,4.028,1.702
1316, OC(=O)c1ccc2c3c1ccc1c3c(cc2)ccc1,toluene,3.839,3.535,-0.304,5.399,1.56,5.784,1.945,5.94,2.101,5.471,1.632,5.904,2.065
1317, OCc1ccc2c3c1ccc1c3c(cc2)ccc1,toluene,3.924,5.543,1.619,5.495,1.571,5.772,1.848,5.904,1.98,5.687,1.763,5.888,1.964
1318, NPOPOP,toluene,1.751,5.627,3.876,5.315,3.564,6.212,4.461,6.462,4.711,6.338,4.587,6.566,4.815
